AGE,YEARS_OF_EXPERIENCE,CURRENT_SALARY
54,22,168548
56,25,53084
50,1,132462
33,6,48659
26,1,84509
33,9,174296
50,10,101548
56,13,191734
41,11,92914
58,3,141166
22,0,77608
37,7,131615
51,26,172908
30,7,168494
63,15,90952
31,1,117189
34,10,41905
41,3,88029
50,17,125412
25,0,45122
49,8,146324
58,25,167592
34,10,179981
24,1,167471
58,17,102265
40,3,149195
49,26,36751
40,7,34814
38,0,142257
39,15,80844
39,10,178825
44,7,95180
61,35,107413
30,4,144397
50,24,84115
63,7,61934
50,20,196762
23,1,60855
38,4,116737
52,0,198870
49,21,140784
64,4,142479
60,14,195583
51,24,116593
56,24,153385
41,5,84100
37,12,90073
55,3,146420
35,8,47264
47,25,52784
41,9,89934
63,25,57265
45,7,48116
64,36,65704
39,15,115927
64,42,152011
30,5,30020
40,12,123160
41,2,58003
63,20,112492
51,23,133324
47,8,178967
52,25,153478
56,30,176945
24,0,45962
61,23,38460
50,10,61610
27,2,67900
22,0,177969
45,5,67124
59,4,181579
55,23,179054
28,0,117416
32,6,34337
32,4,196911
57,4,64538
41,2,135196
37,10,81295
26,2,196420
45,13,68862
51,8,82043
51,0,192834
60,36,92731
58,5,110157
54,24,115537
41,18,127042
43,6,69304
62,37,135165
42,10,69485
58,28,159833
48,17,140258
59,31,76862
56,22,62544
59,11,34277
61,3,142126
27,3,175799
53,0,159153
37,4,42957
49,0,94356
37,8,74536
48,5,149733
24,1,194585
42,5,151902
59,0,78418
59,4,60926
51,19,52208
43,20,123610
40,15,118991
52,3,161156
41,4,155111
40,2,174913
23,0,142411
61,19,65729
60,4,198391
48,6,187851
29,3,56840
48,24,175406
36,11,37414
33,6,51286
35,9,139285
28,3,173583
38,14,140065
47,17,76629
58,36,31383
41,14,135448
31,6,144730
40,1,172671
39,16,126972
51,15,39698
51,6,54194
46,2,156754
45,5,149585
31,6,96459
23,1,196805
59,30,43192
53,14,146583
56,5,186410
58,11,86820
28,1,193794
28,3,98995
48,20,185692
31,6,151261
54,1,139220
64,29,147473
28,2,165327
27,5,187730
27,4,133467
34,8,142758
34,8,135347
23,1,102865
40,17,88242
40,13,185184
59,22,153529
23,0,37600
47,20,129341
27,1,68067
41,18,183589
44,22,79860
36,11,42943
27,2,131499
49,6,160415
56,7,125640
32,9,137272
29,1,32234
45,20,88108
42,12,77543
57,21,172318
28,2,103623
26,1,182602
50,0,141154
37,10,66932
27,1,62624
35,3,101837
23,0,89272
46,4,104037
52,1,43564
34,2,181265
39,3,93285
38,2,146743
49,11,174124
33,0,161731
56,22,81984
43,15,45246
60,24,134480
22,0,70235
58,18,164358
42,18,45268
22,0,137305
25,2,155371
53,30,130413
22,0,155804
34,11,160308
38,1,124924
33,0,62224
28,1,145274
24,1,78726
47,17,97467
52,14,104928
57,25,37379
47,9,195392
24,1,179960
49,17,86082
38,13,162494
59,31,162344
51,12,90150
23,1,131375
29,7,171613
35,9,101278
58,28,158797
56,19,152121
63,5,101201
60,26,99346
32,3,173039
36,6,160860
23,1,172411
58,27,58393
64,2,196549
53,16,64142
61,21,104523
34,0,60762
64,1,87571
38,13,170431
36,3,107237
54,22,100446
37,10,96632
34,11,98024
43,7,59257
44,15,149650
57,12,134981
64,2,49314
31,9,98835
38,12,189451
51,8,145764
34,9,67319
51,13,56234
51,19,176840
28,1,76904
31,7,33724
56,28,173141
23,0,167037
51,3,188695
40,18,70305
60,22,118768
58,8,138559
24,2,70767
46,22,78720
55,24,89160
43,7,122343
59,20,90878
35,3,37052
60,3,114913
23,1,54322
53,29,93931
64,0,78221
24,0,175578
62,23,153798
29,5,193320
47,3,39950
53,10,117167
32,8,91796
22,0,42979
36,7,176897
25,3,132444
25,1,64059
49,13,102119
31,4,185442
32,3,77267
44,2,162712
24,1,189650
60,18,95617
60,33,167676
38,10,178278
43,19,183940
48,12,136792
37,11,146362
37,9,188880
61,26,106972
24,2,127818
54,27,64514
63,15,164474
23,1,58344
60,21,113128
48,24,38390
36,4,139678
28,6,70726
63,18,117076
30,3,176343
62,19,89264
27,5,71424
33,4,145869
51,25,192723
41,2,143571
41,9,83230
48,19,55024
41,3,103440
28,3,197386
61,36,143453
61,38,56735
51,18,198847
29,3,133292
23,0,36352
35,13,61625
31,4,85163
39,8,149642
39,14,74106
37,9,97952
26,1,138842
52,18,183156
58,17,146676
41,13,147668
44,8,114488
53,1,165042
63,33,105599
38,5,154924
34,2,171288
34,3,159702
38,1,127048
36,9,169154
47,10,94056
49,16,150409
63,26,127686
51,4,53905
64,38,84079
56,30,192118
43,6,63846
31,9,127673
32,10,84526
59,34,52079
54,17,199809
27,0,189757
58,15,61167
28,1,182815
33,1,193345
28,0,62962
23,1,49203
22,0,121079
44,1,189783
46,22,182449
39,5,43374
28,0,159732
24,1,58341
50,24,180263
31,0,50663
64,30,174831
26,2,115324
55,19,166969
29,5,34253
35,3,180156
61,18,69567
27,5,122945
22,0,96521
54,23,52379
61,21,98420
32,7,147480
45,18,59335
31,2,79297
44,4,89104
37,1,41368
58,15,50518
37,0,82855
52,1,50339
27,2,108841
51,8,191146
58,36,120007
22,0,150595
63,19,71162
46,12,36488
42,2,165269
56,9,108395
59,14,124749
26,4,110495
33,0,135856
26,0,82058
30,2,194094
30,5,107842
56,6,42950
22,0,109923
31,1,62206
60,13,45136
57,29,72378
58,21,143577
56,25,76652
38,11,31087
34,8,197780
27,5,176353
58,25,158005
53,12,36554
32,5,182489
38,10,140023
26,3,33716
27,0,151668
31,8,111837
54,27,146046
51,25,148794
42,2,195546
63,36,75501
38,6,59497
48,2,75917
24,1,85845
50,22,190121
23,1,184575
50,17,115685
57,19,107736
55,12,159801
58,16,60711
63,20,167467
22,0,100351
47,12,193627
22,0,147873
25,0,167116
60,4,30854
35,3,79484
39,17,59364
55,23,33840
22,0,167738
43,6,113276
37,9,89321
43,5,104222
37,6,132807
49,26,112749
49,13,50930
43,5,165812
27,5,189020
46,23,89572
63,8,86470
23,0,189103
28,6,166729
38,7,46267
56,12,192700
41,9,36810
23,1,97694
28,2,37976
53,11,164646
40,8,79449
33,6,106786
30,3,127698
48,20,86202
35,1,57679
23,0,180017
42,9,78809
25,1,107056
42,14,56088
43,18,182676
23,1,182281
38,16,94921
40,12,39818
61,34,173356
45,0,121308
41,1,87014
59,35,168001
33,10,62097
46,10,136027
44,22,74738
55,9,121355
53,17,71278
45,12,166401
63,37,79411
46,1,81222
24,0,71273
46,20,43397
49,2,43768
33,10,147395
47,21,59360
29,7,146093
26,3,167789
32,4,81191
63,4,87911
56,29,167245
48,8,44536
62,12,149855
59,2,175404
40,9,48149
53,13,176790
49,26,102948
57,20,151468
39,1,183841
31,2,132185
53,14,124744
39,17,58023
33,5,75060
29,0,172050
54,10,153293
59,10,192976
35,13,104198
23,1,167887
30,6,48787
26,3,109460
55,21,30844
40,5,59243
28,3,60295
60,21,65995
63,10,174450
38,6,88532
47,6,127285
48,4,109169
64,33,126424
49,4,197458
41,19,151494
27,1,84265
29,0,39825
53,8,155664
40,0,174591
53,8,156863
40,10,55802
45,12,130744
45,18,173867
38,3,168958
39,6,47332
33,3,119392
62,0,104951
44,7,59756
39,0,39025
37,7,137619
37,6,61558
57,16,101199
44,13,198057
43,14,146521
60,28,62884
54,4,113095
45,23,100267
41,3,53409
54,27,180343
52,25,116454
61,29,179540
29,5,35355
31,0,160276
22,0,139124
42,13,106553
46,4,173372
53,30,80872
31,9,90331
30,5,148635
41,10,96291
41,7,164631
61,3,83206
28,1,153561
32,4,141680
42,20,156554
59,23,150689
40,6,195958
36,0,65141
27,0,94229
31,2,116635
37,7,120545
32,9,81220
56,16,192394
29,7,32931
49,5,163273
24,0,193167
23,0,185795
35,3,80867
50,8,192753
24,2,143229
22,0,150944
36,0,174214
41,4,180360
43,17,158164
55,18,161349
54,29,132969
30,1,162962
24,2,166715
23,0,73406
25,0,133154
37,14,48986
54,10,148319
30,2,68279
61,8,184471
59,18,148971
39,1,116080
37,11,83512
29,0,116078
44,14,101593
57,26,59262
24,1,94541
36,10,119036
59,34,144044
54,29,145629
39,3,69691
44,15,98588
64,41,127318
24,2,148958
51,22,112260
38,15,176529
53,20,71278
28,6,117962
60,16,176046
35,6,120944
36,1,73101
33,9,41410
29,2,147511
37,8,45169
62,3,92264
55,24,104435
45,11,111506
50,20,74599
37,7,188176
26,4,113128
26,3,69023
51,4,87700
26,3,112832
64,40,36397
34,2,149670
56,21,57027
46,16,123183
35,13,66990
47,2,174312
39,5,43974
41,4,152091
55,20,175880
28,4,193037
31,0,36497
36,12,142618
38,10,172853
32,6,89652
55,25,192480
48,24,35913
42,17,115859
52,9,113694
25,2,198785
62,32,178177
38,4,121568
41,7,180524
46,15,119744
61,15,72061
44,20,43784
36,3,166600
54,28,67653
40,18,75098
36,12,118974
62,4,121806
26,1,93250
37,3,81060
53,8,134564
43,2,37038
64,5,169513
53,3,59661
34,1,126985
59,33,139926
47,14,140593
38,16,199758
26,0,95101
54,15,44735
48,22,79915
26,2,82709
58,35,189484
28,3,187598
39,1,173878
52,21,56171
27,0,116296
23,1,75205
34,0,65211
63,31,103158
32,4,136116
47,22,155976
42,1,41042
23,0,125725
61,38,93839
41,4,62076
38,11,60698
37,3,193133
63,37,118453
26,4,111329
35,9,45099
45,8,44209
25,2,139575
45,5,173728
30,5,154609
24,2,95864
30,1,84283
39,15,94546
57,6,173860
40,5,67644
45,5,33382
25,1,86183
30,7,163019
54,24,103493
22,0,112476
56,15,178957
31,3,139158
33,8,153930
39,14,148230
35,2,127512
31,2,69499
31,0,101357
39,11,192162
45,9,50029
22,0,126279
51,4,134618
36,1,178564
29,6,198335
56,11,179459
39,12,45111
62,20,145169
37,8,32689
42,18,151283
36,14,123419
26,3,120138
28,6,116625
28,1,122960
48,6,40714
46,23,53300
43,0,181468
34,11,149393
38,6,143034
62,12,43673
34,4,180417
47,9,184770
30,4,140677
26,3,192790
60,1,127396
54,19,170480
25,3,168746
49,16,43294
47,19,57034
25,2,121457
37,0,50400
58,17,87783
43,14,165207
57,1,46648
59,10,122486
56,0,95131
46,11,110763
29,6,173963
38,16,73202
39,11,127724
33,1,195967
54,20,197086
44,6,38682
33,10,121210
32,7,99223
34,7,174491
56,16,38459
48,19,78115
46,22,89066
61,11,111867
24,1,64045
46,13,143370
31,3,122169
38,5,133757
24,2,73005
43,10,70748
59,26,144828
35,3,59792
48,8,130134
63,11,80780
41,14,96283
39,15,70073
34,7,119549
63,20,69567
27,1,86014
31,2,199480
58,22,38557
50,18,177977
27,1,61887
60,1,157422
32,6,164606
46,2,45310
51,28,93716
41,12,62093
58,22,43544
37,2,101809
52,4,48966
50,25,197010
27,4,154624
50,4,54500
53,1,58706
30,5,46597
58,36,116386
44,5,138713
37,4,110619
39,9,130426
40,3,172629
23,0,132751
31,5,177109
33,6,190110
39,6,182159
40,1,105190
59,9,94034
58,20,189848
48,10,46528
35,12,178949
55,25,118308
23,0,175789
54,27,177720
40,7,143226
48,14,92924
51,21,172013
28,5,147674
48,25,68917
42,4,180266
28,5,36403
46,13,196982
59,11,87492
39,9,154221
54,11,63657
54,2,90474
53,27,40948
46,12,106464
35,1,117068
59,21,84782
59,16,32760
25,0,62480
39,17,46418
31,5,52515
56,6,115936
56,12,187122
61,13,153662
44,3,122863
46,7,87423
22,0,142899
39,1,94469
36,4,86990
46,18,198767
53,14,83656
41,5,197850
38,2,122322
32,10,45917
34,1,74441
46,5,75331
41,4,149041
46,3,194341
63,11,130956
52,25,89752
22,0,77130
37,11,122405
49,23,159152
42,9,192278
51,16,184519
24,2,53301
55,7,164878
27,5,84048
64,23,182034
50,17,153776
24,0,163321
54,27,186674
32,8,55886
26,3,156725
53,31,144384
39,12,34762
41,9,154622
60,0,195994
61,6,85742
49,24,156998
34,9,85111
47,3,98675
37,10,136039
46,8,99130
31,8,131529
50,17,44626
59,3,40238
41,12,48746
47,9,56405
53,19,46630
60,8,83918
59,0,139505
45,1,170695
52,25,95302
61,24,73231
33,2,126310
57,32,144467
31,7,91028
27,3,32465
28,5,148273
52,16,46517
48,15,143543
29,3,158016
24,1,186420
61,33,157547
42,10,98748
22,0,38258
36,10,56171
28,3,53499
36,4,68680
46,12,178004
24,2,150091
51,9,147375
35,12,176718
25,0,102321
57,27,72174
24,2,164413
26,1,114293
46,6,150114
52,9,55032
32,10,76167
29,2,74311
47,3,57054
23,0,62382
49,22,105979
31,6,42847
60,9,198300
58,11,114329
60,4,46675
42,6,63110
49,5,39830
59,1,153232
54,19,189587
32,1,163433
22,0,169253
54,18,74639
24,0,128713
47,19,67939
36,4,78892
62,34,133652
35,3,145004
44,3,128070
29,4,187469
57,31,171879
41,16,31660
27,4,85641
54,7,110950
49,2,143378
59,30,93291
51,27,146309
64,39,166730
38,14,140785
30,2,77713
49,26,107846
28,6,176521
49,13,157963
38,8,88360
61,36,153647
26,4,187536
26,0,173316
35,10,58465
27,1,87562
28,4,103245
38,6,192650
30,1,96382
52,23,52086
43,17,145921
30,0,99880
37,1,182897
57,14,106639
55,27,181004
34,6,185735
40,13,183540
33,0,59650
57,10,112545
31,0,168672
37,1,179584
49,0,62104
40,11,51305
61,12,168599
27,5,62282
25,1,35629
51,17,195287
60,21,163025
52,6,148378
48,17,171438
42,12,112832
58,12,53457
30,1,156083
56,0,135547
63,20,156252
42,20,58657
38,1,75393
45,10,180303
52,25,76974
27,1,151907
56,17,90240
58,15,187732
34,8,59938
46,7,102153
53,0,69791
22,0,48300
56,10,79761
40,13,101396
33,9,188066
61,10,73185
61,36,174068
64,39,122539
41,1,82118
54,3,116876
50,14,58147
37,12,167204
35,8,47329
28,5,74645
27,3,39937
42,5,77966
57,29,197472
43,13,149099
61,15,92407
40,7,188759
46,5,154194
24,2,135305
57,13,187828
55,32,127255
32,9,136321
63,24,153232
48,21,51408
63,13,186376
23,0,131678
27,3,181313
23,1,140878
63,5,74331
38,16,95209
61,21,190345
35,10,123619
31,1,149858
54,25,31945
63,11,160215
33,6,54460
53,29,63898
45,3,130785
35,3,197841
26,3,191951
26,4,170470
53,19,43490
54,6,101104
25,0,163325
51,2,113970
62,12,105117
38,4,99506
24,2,144119
34,8,138229
57,10,153678
39,6,38033
44,7,184919
56,9,75138
54,6,76569
57,34,169020
38,16,44081
60,14,144924
55,22,166080
33,2,92922
26,3,105617
61,38,184740
48,23,30105
61,4,61770
34,8,35435
47,15,110004
35,5,55491
53,1,110971
32,6,121472
59,30,101696
37,15,37073
43,12,85209
37,3,50677
34,10,129353
33,0,184725
39,13,172365
50,24,114909
39,11,63780
23,0,97002
23,0,58268
24,2,189661
50,28,72196
29,1,123133
32,10,32560
33,4,54675
53,15,88839
25,0,197289
30,2,111306
45,14,49897
37,14,160640
38,13,115570
43,3,192772
28,3,97444
31,8,72042
50,22,95539
57,7,101821
45,11,105434
35,9,138535
35,6,120228
46,18,109035
43,17,75612
44,20,63746
53,15,168744
47,17,46677
48,22,50630
33,4,71312
40,11,198889
40,15,130402
55,11,44603
53,1,161591
50,22,173277
42,4,139465
56,25,77527
63,24,78027
26,2,144958
33,11,43107
28,6,176706
62,25,106640
23,1,199953
46,24,120266
31,2,82842
59,22,90027
27,4,64029
48,26,165709
56,6,94685
31,2,79375
30,5,82464
41,14,104660
58,13,71517
56,19,41559
58,32,99568
61,37,156914
29,2,187786
52,10,82575
64,20,50019
37,7,169511
49,19,100111
27,2,42240
53,27,109970
49,20,179727
32,10,162643
63,0,30219
44,14,154967
51,23,30315
30,4,41235
49,4,181302
45,18,45545
49,27,61306
45,19,105894
36,0,122057
60,28,32987
54,17,63816
55,30,110114
43,4,112301
50,24,88582
55,26,135372
63,27,57996
31,9,183916
51,9,125114
32,1,140196
55,28,187811
42,18,100994
34,9,144082
46,12,33672
42,15,120662
22,0,55670
26,4,119687
43,0,60057
28,4,141140
34,12,134093
44,19,153465
42,14,174163
27,2,36900
41,15,133398
33,4,88332
61,35,53804
30,5,72656
49,21,137295
32,9,86009
53,18,48000
32,6,100665
45,8,47974
36,1,134109
62,32,146916
56,12,158119
38,16,158332
46,9,100556
56,7,195770
40,13,60181
62,29,171626
52,7,155038
38,9,157155
44,14,106016
22,0,40591
31,3,104757
29,6,36337
63,37,167628
47,17,69765
55,6,87843
40,12,179678
35,4,155571
29,0,154193
22,0,154889
46,9,59985
45,10,100980
41,0,139730
51,25,76118
26,4,36243
24,0,104958
53,25,175124
38,0,178370
63,20,184600
26,1,71354
32,1,72226
59,2,174030
25,1,106015
60,25,159545
40,4,160541
60,29,55275
44,1,40624
38,12,152802
34,6,131564
48,9,179524
22,0,134883
23,0,39269
39,17,80270
57,11,130757
54,17,117271
57,34,175600
23,1,194071
25,2,147723
37,3,126766
25,1,48690
30,0,130239
42,17,198727
44,17,156004
23,0,193075
24,2,91564
44,1,187819
47,10,98093
28,3,168687
57,19,170934
54,15,42142
57,30,34078
25,2,100724
44,3,103760
46,17,136363
62,22,39432
47,13,115175
49,27,48136
49,7,48329
42,0,57668
31,2,114159
48,14,160461
36,12,178125
38,11,183559
60,0,164097
56,3,91943
26,0,82791
37,6,52930
44,1,122024
60,22,148716
30,6,129336
54,25,137650
56,6,133870
61,37,62255
45,19,46562
45,11,72065
45,20,101075
40,6,72554
60,1,180398
46,11,56544
52,12,194679
59,18,166888
46,3,109126
48,17,95391
53,16,194653
32,9,83100
26,1,40942
54,28,39289
40,17,186854
64,42,77578
37,9,154548
56,27,93955
32,7,103262
32,9,53617
31,0,139519
55,32,74190
26,3,181248
44,0,49324
46,20,55359
50,3,181690
61,33,145722
34,7,113637
53,10,101344
55,26,113456
33,10,48779
45,1,173917
61,1,53997
42,3,161162
50,20,46620
44,6,123260
54,27,139054
29,5,190798
63,7,106847
34,0,58712
26,1,176812
62,17,78991
31,4,157819
35,4,106081
45,8,191814
32,2,193875
24,2,48035
50,19,117462
51,1,88981
58,25,124423
28,3,103014
38,8,65241
41,10,126287
32,6,68487
46,17,198964
45,12,122107
23,1,31503
48,5,166184
40,9,158095
50,1,152472
58,24,134398
32,2,35281
40,4,179153
49,3,179678
60,20,35688
42,11,118910
47,19,97585
43,19,32968
27,3,150059
32,7,122606
35,2,117229
57,20,69565
61,27,51249
62,11,135523
23,0,121994
64,11,56311
41,3,82980
43,19,108446
60,0,110372
25,2,138039
50,7,197739
45,6,184455
22,0,80656
45,14,94369
51,25,114443
33,0,169149
40,8,139512
58,31,161664
61,19,44986
64,30,158918
25,3,69848
36,4,177565
41,17,114325
41,9,169538
42,10,121847
31,5,80868
51,19,77687
45,7,63617
61,38,110341
61,27,136411
59,20,107417
24,0,133302
50,3,94890
29,3,74276
50,17,146788
31,3,80067
26,2,39096
32,0,147695
25,3,103852
56,5,102999
61,8,126682
33,4,198677
42,10,38898
37,11,133834
35,3,52174
42,3,148583
48,5,191965
57,3,187824
22,0,127995
22,0,66415
43,12,88155
36,2,78808
41,5,184060
24,0,121308
35,13,48021
30,1,193169
40,15,101836
61,15,121910
55,9,63571
25,3,95001
54,31,124067
64,10,105881
58,27,155259
23,1,102449
48,17,86060
38,7,123526
52,19,52427
62,22,76219
27,4,56465
52,10,82832
24,2,38996
61,20,52802
24,2,135507
54,20,150426
34,2,169816
42,5,152272
58,19,172199
37,5,187957
42,11,81328
34,2,31300
25,2,45668
52,3,164988
30,6,184764
54,7,193346
58,32,40126
58,20,138549
45,15,106790
46,11,87429
62,39,87782
50,2,88297
61,28,36638
57,4,149585
36,0,66789
39,10,88626
41,1,107614
26,4,161291
39,1,52899
61,23,139144
22,0,112760
40,2,122768
44,8,190737
47,14,99136
50,14,138496
55,19,180661
40,8,129898
39,15,78836
23,0,178888
48,24,192654
27,2,61873
60,13,53445
27,2,62156
27,1,157564
52,9,194103
62,28,111972
61,33,119914
51,23,97914
42,9,42824
62,7,132800
39,14,161745
44,3,116847
59,22,48773
44,18,142744
49,9,107740
57,29,108700
46,6,172063
28,2,166770
39,9,41018
41,19,197998
26,1,186538
39,1,92527
63,21,176620
61,14,30846
54,31,61481
36,8,84285
56,34,137893
22,0,175692
42,7,44781
29,3,187690
28,0,149308
62,33,136939
61,13,116200
61,26,164913
51,2,187611
59,4,122761
56,12,84746
23,0,48708
29,2,141953
59,27,76558
25,0,139468
58,32,106679
42,15,184818
34,8,111017
30,8,81910
50,28,93941
62,11,102718
45,17,139610
37,2,163735
33,5,96603
23,0,113705
40,15,168968
